G4_network_standard,记录数,_id,attraction_title,back_Camera,body_color,comment_sum,forward_Camera,good_birth,good_card_support,good_name,good_weight,good_width,goods_detail12,goods_href,id,mobile_memory,手机品牌,mobile_name,moblie_system,network_standard,paras,phone_shop,photo_feature,power_size,previous_price,run_memory
其他,1,5be674de0d8c,内置大图标老人桌面适合爸妈使用【京东自营仓储直发】大电池 人脸指纹双解锁 5.5英寸大屏,1200万-1999万,无,200,500万-799万,无,双卡双待单4G,中兴（ZTE） Blade A3 移动联通电信全网通4G 智能老年老人手机 双卡双待双通 曜石黑 3GB+32GB,340.00g,7,"商品毛重：340.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：前置双摄像头,网络制式：4G LTE全网通,4G LTE网络特性：其他,热点：人脸识别,前置摄像头像素：500万-799万,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,电池容量：4000mAh-5999mAh,",/detail/26567988186,26567988186,无,中兴,中兴（ZTE）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：200万像素,核数：四核,频率：以官网为准,",众盛手机专营店,前置双摄像头,4000mAh-5999mAh,￥749.00,无
其他,1,5be674de0d8c,【送一年碎屏保】AI摄影大师！一秒记忆960个定格！,无,无,100,无,无,双卡双待单4G,华为（HUAWEI） 【白条3期免息】P20 AI智慧全面屏移动联通电信全网通4G游戏手机 极光闪蝶色 全网通6+128G 送碎屏保超值套装,165.00g,无,"商品毛重：165.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/32499630580,32499630580,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：2400万像素,核数：八核,频率：2.36 GHz,",中恒国信手机旗舰店,无,无,￥4348.00,无
VOLTE 4G通话,1,5be674de0d8c,,无,无,200,无,无,双卡双待单4G,华为（HUAWEI） P10 手机 双卡双待智能手机 双摄拍照手机 曜石黑 全网通4G(4G+64GB),500.00g,无,"商品毛重：500.00g,多卡支持：双卡双待单4G,游戏配置：ID差异化设计,网络制式：4G LTE全网通,4G LTE网络特性：VOLTE 4G通话,",/detail/28398202460,28398202460,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：800万像素,核数：八核,频率：2.4GHz,",优品美手机专营店,无,无,0,无
其他,1,5be674df0d8c,,1200万-1999万,无,200,500万-799万,无,双卡双待单4G,华为（HUAWEI） 荣耀 畅玩7 全面屏全网通4G移动电信联通版 智能老人机手机 大字体 双卡双待 金色2+16G【礼盒版特价】,200.00g,7,"商品毛重：200.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：智能拍照,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,前置摄像头像素：500万-799万,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,屏幕配置：符合全面屏比例,多卡支持：双卡双待单4G,",/detail/28796717820,28796717820,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：其他,",多如意数码专营店,智能拍照,3000mAh-3999mAh,0,无
其他,1,5be674df0d8c,支持微信 ，QQ，可以看朋友圈 支持手写 移动联通4G ,500万以下,无,200,120万以下,无,双卡双待双4G,易百年 联通3G4G老人机 智能手机 按键触屏女用大字大声手写手机卡片手机 老年机 特色手机 黑色-移动联通4G,150.00g,8,"商品毛重：150.00g,多卡支持：双卡双待双4G,机身厚度：普通（8.5mm以上）,前置摄像头像素：120万以下,热点：人工智能，快速充电,后置摄像头像素：500万以下,网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G,老人机配置：键盘，智能机（老龄模式）,4G LTE网络特性：其他,",/detail/26962699055,26962699055,无,other,易百年,无,4G LTE LTE-TDD/LTE-FDD移动联通双4G,"后置摄像头：200万像素,前置摄像头：30万像素,核数：四核,频率：其他,",鸣逸手机专营店,无,无,￥449.00,无
其他,1,5be674df0d8c,华为全国联保！推荐1万毫安充电宝套装仅需加35元！！再送手机膜+壳+支架 ,1200万-1999万,无,100,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 麦芒6 手机 极光蓝 全网通版 4GB+64G,500.00g,7,"商品毛重：500.00g,系统：安卓（Android）,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,前置摄像头像素：800万-1599万,机身厚度：薄（7mm-8.5mm）,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,屏幕配置：符合全面屏比例,",/detail/29678411076,29678411076,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1600万像素,前置摄像头：1300万像素,核数：八核,频率：最高2.36GHz,",福气多多通信专营店,无,3000mAh-3999mAh,￥1388.00,无
无,1,5be674df0d8c,货到付款  老年机 翻盖键盘手机  语音王,500万以下,无,100,无,无,无,纽曼（Newman） F9 移动/联通2G 翻盖老人手机 双卡双待 尊贵金,158.00g,无,"商品毛重：158.00g,货号：纽曼F9,运行内存：2GB以下,前置摄像头像素：无,后置摄像头像素：500万以下,机身内存：支持内存卡,电池容量：2000mAh-2999mAh,",/detail/13018874148,13018874148,支持内存卡,纽曼,纽曼（Newman）,无,无,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：/,",爱情鸟贸易手机专营店,无,2000mAh-2999mAh,￥299.00,2GB以下
其他,1,5be674df0d8c,,无,无,200,无,无,双卡双待单4G,小霸王（SUBOR） S7 4G按键智能学生手机 4G学生手机 学生老年手机 黑+金色 S7联通4G版,120.00g,无,"商品毛重：120.00g,多卡支持：双卡双待单4G,网络制式：4G LTE 移动LTE-TDD,4G LTE网络特性：其他,",/detail/29281720670,29281720670,无,other,小霸王（SUBOR）,无,4G LTE 移动LTE-TDD,"后置摄像头：200万像素,前置摄像头：无,核数：四核,频率：0,",小霸王手机旗舰店,无,无,￥399.00,无
无,1,5be674df0d8c,,500万-1199万,无,100,200万-499万,越南,双卡双待双4G,诺基亚（NOKIA） 新品上市 诺基亚1  双卡双待 移动联通4G学生手机智能 双摄像头备用机 诺基亚1手机 +32G内存卡 深蓝色 （现货）,100.00g,无,"商品毛重：100.00g,商品产地：越南,多卡支持：双卡双待双4G,前置摄像头像素：200万-499万,系统：安卓（Android）,网络制式：4G LTE 移动LTE-TDD,后置摄像头像素：500万-1199万,电池容量：1200mAh-1999mAh,",/detail/29812395204,29812395204,无,诺基亚,诺基亚（NOKIA）,安卓（Android）,4G LTE 移动LTE-TDD,,易迅国际数码全球购专营店,无,1200mAh-1999mAh,0,无
无,1,5be674df0d8c,现货速发 下单送好礼！后置变焦双摄 4+64G内存 4000毫安电池 指纹解锁,1200万-1999万,黑色系,100,800万-1599万,无,双卡双待单4G,飞利浦（PHILIPS）X598 4G+64G 移动联通电信  商务智能手机双卡双待 曜石黑 全网通(4G+64G),200.00g,8,"商品毛重：200.00g,多卡支持：双卡双待单4G,机身厚度：普通（8.5mm以上）,拍照特点：后置双摄像头,电池容量：4000mAh-5999mAh,机身颜色：黑色系,运行内存：4GB,前置摄像头像素：800万-1599万,系统：安卓（Android）,后置摄像头像素：1200万-1999万,机身内存：64GB,网络制式：4G LTE全网通,",/detail/19933699066,19933699066,64GB,飞利浦,飞利浦（PHILIPS）X598,安卓（Android）,4G LTE全网通,"后置摄像头：1300万+500万像素,前置摄像头：1300万像素,核数：八核,频率：以官网信息为准,",常开泰达手机专营店,后置双摄像头,4000mAh-5999mAh,￥999.00,4GB
无,1,5be674df0d8c,【原封正品 送原装保护壳】搭载高通骁龙845 AI超感光双摄，DxO百分相机/般陶瓷机身！,1200万-1999万,无,100,500万-799万,无,双卡双待单4G,小米（MI） MIX2S 游戏手机 全网通手机 黑色 8GB+256GB,0.61kg,7,"商品毛重：0.61kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,热点：快速充电,前置摄像头像素：500万-799万,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,电池容量：3000mAh-3999mAh,",/detail/26655686811,26655686811,无,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：双1200万像素,前置摄像头：500万像素,核数：八核,频率：以官网信息为准,",优爱特手机旗舰店,后置双摄像头,3000mAh-3999mAh,￥4399.00,无
无,1,5be674df0d8c,全网通 前置1600W像素柔光自拍 背景虚化 多人自拍,1200万-1999万,黑色系,100,无,无,双卡双待单4G,金立（Gionee） 金立S10CL 4GB+32GB版 移动联通电信4G手机 双卡双待 暗夜黑,0.573kg,无,"商品毛重：0.573kg,系统：安卓（Android）,运行内存：6GB,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,电池容量：3000mAh-3999mAh,机身内存：64GB,机身颜色：黑色系,",/detail/16370799163,16370799163,64GB,金立,金立（Gionee）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：1600万像素,核数：四核,频率：其他,",金立金声专卖店,无,3000mAh-3999mAh,￥999.00,6GB
其他,1,5be674e00d8c,"【限时优惠】2980-150、1980-100、980-60、980-50优惠券限量领取(部分商品可用
【购机权益】原装国行, 全国联保, 下单赠好礼, 顺丰速递
【店长推荐】推荐加购碎屏险, 戳我进入推荐页面",500万-1199万,红色系,100,2000万及以上,无,双卡双待单4G,小米（MI） 小米8SE 全面屏手机 红色 全网通 6GB+64GB,500.00g,7,"商品毛重：500.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,老人机配置：智能机（老龄模式）,4G LTE网络特性：其他,热点：人工智能，快速充电,运行内存：6GB,前置摄像头像素：2000万及以上,网络制式：4G LTE全网通,机身颜色：红色系,后置摄像头像素：500万-1199万,机身内存：64GB,屏幕配置：符合全面屏比例,",/detail/28755230218,28755230218,64GB,小米,小米（MI）,无,4G LTE全网通,"后置摄像头：1200+500万像素,前置摄像头：2000万像素,核数：八核,频率：以官网信息为准,",杰凌手机旗舰店,后置双摄像头,3000mAh-3999mAh,0,6GB
无,1,5be674e00d8c,【限量直降  全国联保】送壳膜指环扣+一年店铺延保 ,500万-1199万,无,100,120万-199万,无,单卡单待,APPLE 苹果 iPhone 6 32G Apple手机 【国行联保】 金色 32GB【国行保障】,200.00g,无,"商品毛重：200.00g,多卡支持：单卡单待,前置摄像头像素：120万-199万,网络制式：4G LTE全网通,后置摄像头像素：500万-1199万,电池容量：1200mAh-1999mAh,",/detail/30411803627,30411803627,无,苹果,APPLE,无,4G LTE全网通,"后置摄像头：800万像素,前置摄像头：120万像素,核数：其他,频率：以官网信息为准,",天环云手机数码旗舰店,无,1200mAh-1999mAh,￥2188.00,无
移动4G+,1,5be674e00d8c,正品行货★质保365天★骁龙710！AI 超感光双摄！前置2000万柔光自拍！,1200万-1999万,无,100,2000万及以上,无,双卡双待单4G,小米（MI） 小米8SE  全网通4G手机 全面屏 深灰 6G+64G,450.00g,7,"商品毛重：450.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：移动4G+,热点：人工智能，快速充电,运行内存：6GB,前置摄像头像素：2000万及以上,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,机身内存：64GB,网络制式：4G LTE全网通,",/detail/28778579457,28778579457,64GB,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200+500万像素,前置摄像头：2000万像素,核数：八核,频率：以官网信息为准,",千瑞达手机旗舰店,后置双摄像头,3000mAh-3999mAh,￥2599.00,6GB
无,1,5be674e00d8c,12nm高性能处理器，5.45” 小巧全面屏，1300万高清相机，“小杨柳腰”机身！,1200万-1999万,无,300,500万-799万,中国大陆,无,小米（MI） 红米6A 手机 全网通 2G+16G 樱花粉,150.00g,7,"商品毛重：150.00g,商品产地：中国大陆,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：500万-799万,电池容量：2000mAh-2999mAh,后置摄像头像素：1200万-1999万,",/detail/29378323654,29378323654,无,小米,小米（MI）,安卓（Android）,无,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：以官网信息为准,",爵臻手机专营店,无,2000mAh-2999mAh,￥699.00,无
无,1,5be674e00d8c,【冰点价格，现货速发】 ,无,无,100,无,无,单卡单待,Apple 苹果6 iPhone6 移动联通电信 智能手机 金色 全网通 32G,300.00g,无,"商品毛重：300.00g,多卡支持：单卡单待,网络制式：4G LTE全网通,",/detail/19584264013,19584264013,无,苹果,Apple,无,4G LTE全网通,"后置摄像头：800万像素,前置摄像头：其他,核数：双核,频率：以官网信息为准,",炜东通信专营店,无,无,0,无
VOLTE 4G通话,1,5be674e00d8c,64G低至1099元起赠精美好礼4000mAh大电池/人脸识别 漂亮得不像实力派 ,1200万-1999万,无,100,800万-1599万,无,双卡双待单4G,锤子（smartisan） 坚果3 全面屏双摄手机 双卡双待 炫光碳黑色(特别版) 全网通(4G + 64G ),430.00g,7,"商品毛重：430.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：智能拍照，后置双摄像头,电池容量：4000mAh-5999mAh,4G LTE网络特性：VOLTE 4G通话,热点：人脸识别，快速充电,前置摄像头像素：800万-1599万,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,屏幕配置：符合全面屏比例,",/detail/31536533741,31536533741,无,锤子,锤子（smartisan）,安卓（Android）,4G LTE全网通,"后置摄像头：双1300万像素,前置摄像头：800万像素,核数：八核,频率：以官网信息为准,",茄子手机旗舰店,智能拍照，后置双摄像头,4000mAh-5999mAh,￥1299.00,无
无,1,5be674e00d8c,【京东配送】双屏双接听 一键SOS 老年人手机 支持移动4G卡 大字体大按键大音量超长待机,无,红色系,1300,无,无,无,小辣椒 G660 三防翻盖老人手机 移动/联通2G  双卡双待 黑色,220.00g,无,"商品毛重：220.00g,系统：基础功能机系统,运行内存：2GB以下,老人机配置：键盘，翻盖,电池容量：1200mAh-1999mAh,机身内存：支持内存卡,机身颜色：红色系,",/detail/28285848245,28285848245,支持内存卡,小辣椒,小辣椒,基础功能机系统,无,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：/,",谷鸽专营店,无,1200mAh-1999mAh,￥268.00,2GB以下
VOLTE 4G通话,1,5be674e00d8c,新品现货，下单送精品耳机+支架，顺丰速发,2000万及以上,无,90,800万-1599万,无,双卡双待单4G,荣耀 华为（HUAWEI） Note10手机 幻影蓝 全网通  6G+128G,1.0kg,7,"商品毛重：1.0kg,系统：安卓（Android）,机身厚度：超薄（7mm以下）,拍照特点：前置双摄像头，后置双摄像头,网络制式：4G LTE全网通,4G LTE网络特性：VOLTE 4G通话,前置摄像头像素：800万-1599万,后置摄像头像素：2000万及以上,多卡支持：双卡双待单4G,电池容量：4000mAh-5999mAh,",/detail/31126543055,31126543055,无,华为,荣耀,安卓（Android）,4G LTE全网通,"后置摄像头：2400万+1600万像素,前置摄像头：1300万像素,核数：八核 + 微智核i7,频率：以官方信息为准,",天环云手机数码旗舰店,前置双摄像头，后置双摄像头,4000mAh-5999mAh,￥3599.00,无
其他,1,5be674e00d8c,送鱼眼镜头 面部识别，17天超长续航，智能美颜3.0 ,1200万-1999万,无,100,500万-799万,无,双卡双待单4G,小米（MI） 小米 红米5 Plus 4G手机 玫瑰金 全网通（4G+64G),0.6kg,无,"商品毛重：0.6kg,系统：安卓（Android）,网络制式：4G LTE全网通,4G LTE网络特性：其他,热点：人工智能，无线充电,前置摄像头像素：500万-799万,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,电池容量：4000mAh-5999mAh,屏幕配置：符合全面屏比例,",/detail/21751850235,21751850235,无,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：500万像素,核数：八核,频率：2.0GHz,",爱优创杰手机专营店,无,4000mAh-5999mAh,￥1199.00,无
